"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
10103050103,"Anticipo de Impuesto a la Renta Dec. 6.406/04","Retenciones de renta recibidas Dec.6.406/04","Asset",,,"No",,101030501,10103050103,"Anticipo de Impuesto a la Renta Dec. 6.406/04",,,,,,,,
101030503,"Retenciones",,"Asset",,,"Yes",,1010305,101030503,"Retenciones de IVA",,,,,,,,
10103050301,"Retenciones de IVA",,"Asset",,,"Yes",,101030503,10103050301,"Retenciones de IVA",,,,,,,,
10103050302,"Retenciones de Impuesto a la Renta","Retenciones de renta recibidas","Asset",,,"No",,101030503,10103050102,"Retenciones de Impuesto a la Renta",,,,,,,,
101030504,"IVA - Crédito Fiscal",,"Asset",,,"Yes",,1010305,101030504,"IVA - Crédito Fiscal",,,,,,,,
10103050401,"IVA - Crédito Fiscal 5%","IVA por compras 5%","Asset",,,"No",,101030504,10103050401,"IVA - Crédito Fiscal 5%",,,,,,,,
10103050402,"IVA - Crédito Fiscal 10%","IVA por compras 10%","Asset",,,"No",,101030504,10103050402,"IVA - Crédito Fiscal 10%",,,,,,,,
101030505,"IVA - Crédito Fiscal - Régimen de Turismo",,"Asset",,,"Yes",,1010305,101030505,"IVA - Crédito Fiscal - Régimen de Turismo",,,,,,,,
10103050501,"IVA - Crédito Fiscal - Régimen de Turismo","Crédito Fiscal por Operaciones bajo el Régimen de Turismo","Asset",,,"No",,101030505,10103050501,"IVA - Crédito Fiscal - Régimen de Turismo",,,,,,,,
10103050502,"IVA - Crédito Fiscal - RT Decreto 1931","Crédito Fiscal por Operaciones bajo el RT 1931","Asset",,,"No",,101030505,10103050502,"IVA - Crédito Fiscal - RT Decreto 1931",,,,,,,,
101030506,"Saldos a Favor IRACIS",,"Asset",,,"Yes",,1010305,101030506,"Saldos a Favor IRACIS",,,,,,,,
10103050601,"Saldo DDJJ Impuesto a la Renta","Saldo a favor del Contribuyente IRACIS","Asset",,,"No",,101030506,10103050601,"Saldo DDJJ Impuesto a la Renta",,,,,,,,
1010306,"ANTICIPO A PROVEEDORES",,"Asset",,,"Yes",,10103,1010306,"ANTICIPO A PROVEEDORES",,,,,,,,
101030601,"Anticipo a Proveedores ","Anticipo para Gastos futuros","Asset",,"Yes","No","V_PREPAYMENT_ACCT",1010306,101030601,"Anticipo a Proveedores ",,,,,,,,
1010307,"OTROS ANTICIPOS PAGADOS",,"Asset",,,"Yes",,10103,1010307,"OTROS ANTICIPOS PAGADOS",,,,,,,,
101030701,"Anticipo a Empleados","Pago anticipado de salarios","Asset",,"Yes","No","E_PREPAYMENT_ACCT",1010307,101030701,"Anticipo a Empleados",,,,,,,,
101030702,"Anticipo de Aguinaldos","Anticipo de aguinaldos entregado a empleados ","Asset",,,"No",,1010307,101030702,"Anticipo de Aguinaldos",,,,,,,,
1010399,"(-) PREVISIÓN PARA CRÉDITOS DE DUDOSO COBRO",,"Asset","Debit",,"Yes",,10103,1010399,"(-) PREVISIÓN PARA CRÉDITOS DE DUDOSO COBRO",,,,,,,,
101039901,"Prevision para Creditos Incobrables","Previsión incobrables clientes","Asset","Debit",,"No",,1010399,101039901,"Prevision para Creditos Incobrables",,,,,,,,
101039902,"Prevision para Tarjetas de Crédito Incobrables","Previsión incobrables tarjetas","Asset","Debit",,"No",,1010399,101039902,"Prevision para Tarjetas de Crédito Incobrables",,,,,,,,
10104,"INVENTARIOS ",,"Asset",,,"Yes",,101,10104,"INVENTARIOS ",,,,,,,,
1010401,"MERCADERÍAS ",,"Asset",,,"Yes",,10104,1010401,"MERCADERÍAS ",,,,,,,,
101040101,"Mercaderías Propias","Mercaderías Propias","Asset",,,"No",,1010401,101040101,"Mercaderías Propias",,,,,,,,
101040104,"Mercaderías en Consignación","Mercaderías en Consignación","Asset",,,"No",,1010401,101040104,"Mercaderías en Consignación",,,,,,,,
101040109,"Mercaderías Cuenta Transitoria","Mercaderías Cuenta Transitoria","Asset",,"Yes","No","W_INVENTORY_ACCT",1010401,101040109,"Mercaderías Cuenta Transitoria",,,,,,,,
1010402,"MERCADERÍAS REGÍMENES ESPECIALES",,"Asset",,,"Yes",,10104,1010402,"MERCADERÍAS REGÍMENES ESPECIALES",,,,,,,,
101040201,"Mercaderías Zona Franca","Mercaderías Zona Franca","Asset",,,"No",,1010402,101040201,"Mercaderías Zona Franca",,,,,,,,
101040202,"Mercaderías Propias Régimen de Turismo","Mercaderías Propias Régimen de Turismo","Asset",,,"No",,1010401,101040202,"Mercaderías Propias Régimen de Turismo",,,,,,,,
101040203,"Mercaderías en Consignación Régimen de Turismo","Mercaderías en Consignación Régimen de Turismo","Asset",,,"No",,1010401,101040203,"Mercaderías en Consignación Régimen de Turismo",,,,,,,,
101040203,"Mercaderías Régimen de Maquila","Mercaderías Régimen de Maquila","Asset",,,"No",,1010402,101040203,"Mercaderías Régimen de Maquila",,,,,,,,
101040204,"Mercaderías Otros Regímenes Especiales","Mercaderías Otros Regímenes Especiales","Asset",,,"No",,1010402,101040204,"Mercaderías Otros Regímenes Especiales",,,,,,,,
1010403,"PRODUCTOS TERMINADOS",,"Asset",,,"Yes",,10104,1010403,"PRODUCTOS TERMINADOS",,,,,,,,
1010404,"PRODUCTOS EN PROCESO",,"Asset",,,"Yes",,10104,1010404,"PRODUCTOS EN PROCESO",,,,,,,,
101040401,"Productos en proceso","Inventario en Producción","Asset",,"Yes","No","P_ASSET_ACCT",1010404,101040401,"Productos en proceso",,,,,,,,
1010405,"MATERIAS PRIMAS ",,"Asset",,,"Yes",,10104,1010405,"MATERIAS PRIMAS ",,,,,,,,
1010406,"MATERIALES, SUMINISTROS Y REPUESTOS",,"Asset",,,"Yes",,10104,1010406,"MATERIALES, SUMINISTROS Y REPUESTOS",,,,,,,,
1010407,"PRODUCTOS AGRÍCOLAS",,"Asset",,,"Yes",,10104,1010407,"PRODUCTOS AGRÍCOLAS",,,,,,,,
1010408,"PRODUCTOS FORESTALES ",,"Asset",,,"Yes",,10104,1010408,"PRODUCTOS FORESTALES ",,,,,,,,
1010409,"ACTIVOS BIOLÓGICOS EN PRODUCCIÓN ",,"Asset",,,"Yes",,10104,1010409,"ACTIVOS BIOLÓGICOS EN PRODUCCIÓN ",,,,,,,,
1010410,"ACTIVOS BIOLÓGICOS EN DESARROLLO",,"Asset",,,"Yes",,10104,1010410,"ACTIVOS BIOLÓGICOS EN DESARROLLO",,,,,,,,
1010411,"IMPORTACIONES EN CURSO",,"Asset",,,"Yes",,10104,1010411,"IMPORTACIONES EN CURSO",,,,,,,,
1010412,"MATERIALES CON SOBRECARGO",,"Asset",,,"Yes",,10104,1010412,"MATERIALES CON SOBRECARGO",,,,,,,,
101041201,"Materiales con Sobrecargo","Materiales con sobrecargo","Asset",,"Yes","No",,1010412,101041201,"Materiales con Sobrecargo",,,,,,,,
1010499,"(-) PREVISIÓN POR DEVALUACIÓN DE INVENTARIOS",,"Asset","Debit",,"Yes",,10104,1010499,"(-) PREVISIÓN POR DEVALUACIÓN DE INVENTARIOS",,,,,,,,
101049901,"(-) Previsión por Devaluación de Inventarios","Previsiones del ejercicio por inventario","Asset","Debit",,"No",,1010499,101049901,"(-) Previsión por Devaluación de Inventarios",,,,,,,,
10105,"GASTOS PAGADOS POR ADELANTADO",,"Asset",,,"Yes",,101,10105,"GASTOS PAGADOS POR ADELANTADO",,,,,,,,
1010501,"ALQUILERES PAGADOS POR ADELANTADO",,"Asset",,,"Yes",,10105,1010501,"ALQUILERES PAGADOS POR ADELANTADO",,,,,,,,
101050101,"Alquieres Pagados por Adelantado","Alquileres pagados a Devengar","Asset",,,"No",,1010501,101050101,"Alquieres Pagados por Adelantado",,,,,,,,
1010502,"SEGUROS A DEVENGAR",,"Asset",,,"Yes",,10105,1010502,"SEGUROS A DEVENGAR",,,,,,,,
101050201,"Seguros a Vencer","Pólizas de seguros vigentes a vencer","Asset",,,"No",,1010502,101050201,"Seguros a Vencer",,,,,,,,
1010503,"GARANTIAS",,"Asset",,,"Yes",,10105,1010503,"GARANTIAS",,,,,,,,
101050301,"Depositos de Garantía de alquiler","Pagos en garantía de alquiler","Asset",,,"No",,1010503,101050301,"Depositos de Garantía de alquiler",,,,,,,,
101050302,"Garantia S/compras a Prov. del Exterior","Garantías sobre compras ","Asset",,,"No",,1010503,101050302,"Garantia S/compras a Prov. del Exterior",,,,,,,,
10106,"OTROS ACTIVOS",,"Asset",,,"Yes",,101,10106,"OTROS ACTIVOS",,,,,,,,
1010601,"INTERESES A DEVENGAR",,"Asset",,,"Yes",,10106,1010601,"INTERESES A DEVENGAR",,,,,,,,
101060101,"Intereses a Vencer – BANCO BBVA","Intereses a vencer","Asset",,,"No",,1010601,101060101,"Intereses a Vencer - Préstamo Banco Continental",,,,,,,,
101060102,"Intereses a Vencer – BANCO ATLAS","Intereses a vencer","Asset",,,"No",,1010601,101060102,"Intereses a Vencer - Préstamo Banco Continental",,,,,,,,
1010602,"ACTIVO TRANSITORIO",,"Asset",,,"Yes",,10106,1010602,"ACTIVO TRANSITORIO",,,,,,,,
101060201,"Aduana Derecho Aduanero","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060201,"Aduana Derecho Aduanero",,,,,,,,
101060202,"Aduana Gastos Varios","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060202,"Aduana Gastos Varios",,,,,,,,
101060203,"Aduana INDI","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060203,"Aduana INDI",,,,,,,,
101060204,"Aduana ISCSND","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060204,"Aduana ISCSND",,,,,,,,
101060205,"Aduana IVA 6406","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060205,"Aduana IVA 6406",,,,,,,,
101060206,"Aduana Impuesto Selectivo al Consumo","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060206,"Aduana Impuesto Selectivo al Consumo",,,,,,,,
101060207,"Aduana Servicio de Valoración","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060207,"Aduana Servicio de Valoración",,,,,,,,
101060208,"Average Invoice","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060208,"Average Invoice",,,,,,,,
101060209,"Despacho","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060209,"Despacho",,,,,,,,
101060210,"Flete Aereo","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060210,"Flete Aereo",,,,,,,,
101060211,"Flete Interno en Destino","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060211,"Flete Interno en Destino",,,,,,,,
101060212,"Flete Interno en Origen","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060212,"Flete Interno en Origen",,,,,,,,
101060213,"Flete Marítimo","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060213,"Flete Marítimo",,,,,,,,
101060214,"Flete Terrestre","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060214,"Flete Terrestre",,,,,,,,
101060215,"Flete Terrestre IVA","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060215,"Flete Terrestre IVA",,,,,,,,
101060216,"Gastos Otras Tasas ","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060216,"Gastos Otras Tasas ",,,,,,,,
101060217,"Gastos Portuarios en Origen","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060217,"Gastos Portuarios en Origen",,,,,,,,
101060218,"Gastos Portuarios en Destino","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060218,"Gastos Portuarios en Destino",,,,,,,,
101060219,"Gastos THC / Agencia Marítima Origen","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060219,"Gastos THC / Agencia Marítima Origen",,,,,,,,
101060220,"Gastos de Seguridad","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060220,"Gastos de Seguridad",,,,,,,,
101060221,"Honorarios del Despachante","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060221,"Honorarios del Despachante",,,,,,,,
101060222,"Seguros","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060222,"Seguros",,,,,,,,
101060223,"TCH / Agencia Marítima en Destino","Gastos a ser costeados al despacho","Asset",,,"No",,1010602,101060223,"TCH / Agencia Marítima en Destino",,,,,,,,
101060224,"Ajuste de Valor en Aduanas","Valor para base imponible Aduanas","Asset",,,"No",,1010602,101060224,"Ajuste de Valor en Aduanas",,,,,,,,
101040198,"Costo de Inventario a Distribuir","Cuenta de Inventario Recibido","Asset",,,"No",,1010401,101040198,"Costo de Inventario a Distribuir",,,,,,,,
102,"ACTIVO NO CORRIENTE",,"Asset",,,"Yes",,1,102,"ACTIVO NO CORRIENTE",,,,,,,,
10201,"CRÉDITOS A LARGO PLAZO ",,"Asset",,,"Yes",,102,10201,"CRÉDITOS A LARGO PLAZO ",,,,,,,,
1020101,"DEUDORES POR VENTAS",,"Asset",,,"Yes",,10201,1020101,"DEUDORES POR VENTAS",,,,,,,,
102010101,"Deudores por Ventas a Largo Plazo","Cuenta Corriente de Clientes a largo plazo","Asset",,,"No",,1020101,102010101,"Deudores por Ventas a Largo Plazo",,,,,,,,
1020102,"DEUDORES POR PRÉSTAMOS",,"Asset",,,"Yes",,10201,1020102,"DEUDORES POR PRÉSTAMOS",,,,,,,,
1020103,"CUENTAS A COBRAR A DIRECTORES Y FUNCIONARIOS ",,"Asset",,,"Yes",,10201,1020103,"CUENTAS A COBRAR A DIRECTORES Y FUNCIONARIOS ",,,,,,,,
1020104,"CUENTAS A COBRAR A SOCIOS O ENTIDADES VINCULADAS",,"Asset",,,"Yes",,10201,1020104,"CUENTAS A COBRAR A SOCIOS O ENTIDADES VINCULADAS",,,,,,,,
1020105,"DEUDORES EN GESTIÓN DE COBRO – MOROSOS O SIMILARES",,"Asset",,,"Yes",,10201,1020105,"DEUDORES EN GESTIÓN DE COBRO – MOROSOS O SIMILARES",,,,,,,,
1020106,"ANTICIPOS A PROVEEDORES",,"Asset",,,"Yes",,10201,1020106,"ANTICIPOS A PROVEEDORES",,,,,,,,
102010601,"Anticipos a Proveedores Locales","Anticipo Proveedores Locales","Asset",,,"No",,1020106,102010601,"Anticipos a Proveedores Locales",,,,,,,,
102010602,"Anticipos a Proveedores del Exterior","Anticipo Proveedores del Exterior","Asset",,,"No",,1020106,102010602,"Anticipos a Proveedores del Exterior",,,,,,,,
1020107,"CRÉDITOS POR IMPUESTOS DIFERIDOS ",,"Asset",,,"Yes",,10201,1020107,"CRÉDITOS POR IMPUESTOS DIFERIDOS ",,,,,,,,
1020199,"(-) PREVISIÓN PARA CRÉDITOS DE DUDOSO COBRO LP",,"Asset","Debit",,"Yes",,10201,1020199,"(-) PREVISIÓN PARA CRÉDITOS DE DUDOSO COBRO LP",,,,,,,,
10202,"INVENTARIOS A REALIZAR A LARGO PLAZO",,"Asset",,,"Yes",,102,10202,"INVENTARIOS A REALIZAR A LARGO PLAZO",,,,,,,,
1020201,"ACTIVOS BIOLÓGICOS EN PRODUCCIÓN",,"Asset",,,"Yes",,10202,1020201,"ACTIVOS BIOLÓGICOS EN PRODUCCIÓN",,,,,,,,
1020202,"ACTIVOS BIOLÓGICOS EN DESARROLLO",,"Asset",,,"Yes",,10202,1020202,"ACTIVOS BIOLÓGICOS EN DESARROLLO",,,,,,,,
1020299,"(-) PREVISIÓN POR DEVALUACIÓN DE ACTIVOS BIOLÓGICOS",,"Asset","Debit",,"Yes",,10202,1020299,"(-) PREVISIÓN POR DEVALUACIÓN DE ACTIVOS BIOLÓGICOS",,,,,,,,
10203,"INVERSIONES A LARGO PLAZO",,"Asset",,,"Yes",,102,10203,"INVERSIONES A LARGO PLAZO",,,,,,,,
1020301,"INVERSIONES FINANCIERAS",,"Asset",,,"Yes",,10203,1020301,"INVERSIONES FINANCIERAS",,,,,,,,
1020302,"INVERSIONES EN ENTIDADES VINCULADAS",,"Asset",,,"Yes",,10203,1020302,"INVERSIONES EN ENTIDADES VINCULADAS",,,,,,,,
1020303,"INVERSIONES INMOBILIARIAS",,"Asset",,,"Yes",,10203,1020303,"INVERSIONES INMOBILIARIAS",,,,,,,,
1020304,"OTRAS INVERSIONES",,"Asset",,,"Yes",,10203,1020304,"OTRAS INVERSIONES",,,,,,,,
1020305,"INTERESES, REGALÍAS Y OTROS RENDIMIENTOS DE INVERSIONES",,"Asset",,,"Yes",,10203,1020305,"INTERESES, REGALÍAS Y OTROS RENDIMIENTOS DE INVERSIONES",,,,,,,,
1020399,"(-) PREVISIÓN POR DEVALUACIÓN DE INVERSIONES",,"Asset","Debit",,"Yes",,10203,1020399,"(-) PREVISIÓN POR DEVALUACIÓN DE INVERSIONES",,,,,,,,
10204,"PROPIEDAD, PLANTA Y EQUIPO ",,"Asset",,,"Yes",,102,10204,"PROPIEDAD, PLANTA Y EQUIPO ",,,,,,,,
1020401,"INMUEBLES",,"Asset",,,"Yes",,10204,1020401,"INMUEBLES",,,,,,,,
102040101,"Terrenos","Bienes de Uso","Asset",,,"No",,1020401,102040101,"Terrenos",,,,,,,,
102040102,"Edificios","Bienes de Uso","Asset",,,"No",,1020401,102040102,"Edificios",,,,,,,,
102040103,"Mejoras en Terrenos","Bienes de Uso","Asset",,,"No",,1020401,102040103,"Mejoras en Terrenos",,,,,,,,
102040104,"Mejoras en Edificios","Bienes de Uso","Asset",,,"No",,1020401,102040104,"Mejoras en Edificios",,,,,,,,
1020402,"RODADOS /TRANSPORTES",,"Asset",,,"Yes",,10204,1020402,"RODADOS /TRANSPORTES",,,,,,,,
102040201,"Rodados","Bienes de Uso","Asset",,,"No",,1020402,102040201,"Rodados",,,,,,,,
1020403,"MUEBLES, ÚTILES Y ENSERES",,"Asset",,,"Yes",,10204,1020403,"MUEBLES, ÚTILES Y ENSERES",,,,,,,,
102040301,"Muebles, Utiles y Enseres","Bienes de Uso","Asset",,,"No",,1020403,102040301,"Muebles, Utiles y Enseres",,,,,,,,
1020404,"MAQUINARIAS Y EQUIPOS ",,"Asset",,,"Yes",,10204,1020404,"MAQUINARIAS Y EQUIPOS ",,,,,,,,
102040401,"Maquinarias y Equipos ","Bienes de Uso","Asset",,,"No",,1020404,102040401,"Maquinarias y Equipos ",,,,,,,,
102040402,"Armas y Afines","Bienes de Uso","Asset",,,"No",,1020404,102040402,"Armas y Afines",,,,,,,,
102040403,"Equipos Fotográficos","Bienes de Uso","Asset",,,"No",,1020404,102040403,"Equipos Fotográficos",,,,,,,,
102040404,"Equipos de Comunicación","Bienes de Uso","Asset",,,"No",,1020404,102040404,"Equipos de Comunicación",,,,,,,,
1020405,"EQUIPOS INFORMATICOS",,"Asset",,,"Yes",,10204,1020405,"EQUIPOS INFORMATICOS",,,,,,,,
102040501,"Equipos Informáticos","Bienes de Uso","Asset",,,"No",,1020405,102040501,"Equipos Informáticos",,,,,,,,
1020406,"HERRAMIENTAS",,"Asset",,,"Yes",,10204,1020406,"HERRAMIENTAS",,,,,,,,
102040601,"Herramientas ","Bienes de Uso","Asset",,,"No",,1020406,102040601,"Herramientas ",,,,,,,,
1020407,"BIENES FUERA DE OPERACIÓN",,"Asset",,,"Yes",,10204,1020407,"BIENES FUERA DE OPERACIÓN",,,,,,,,
1020408,"MEJORAS EN PREDIO AJENO ",,"Asset",,,"Yes",,10204,1020408,"MEJORAS EN PREDIO AJENO ",,,,,,,,
102040801,"Mejoras en Predio Ajeno","Bienes de Uso","Asset",,,"No",,1020408,102040801,"Mejoras en Predio Ajeno",,,,,,,,
1020409,"INSTALACIONES",,"Asset",,,"Yes",,10204,1020409,"INSTALACIONES",,,,,,,,
102040901,"Instalaciones","Bienes de Uso","Asset",,,"No",,1020409,102040901,"Instalaciones",,,,,,,,
1020410,"CARTELES Y LETREROS",,"Asset",,,"Yes",,10204,1020410,"CARTELES Y LETREROS",,,,,,,,
102041001,"Carteles y Letreros ","Bienes de Uso","Asset",,,"No",,1020410,102041001,"Carteles y Letreros ",,,,,,,,
1020497,"BIENES INCORPORADOS AL AMPARO DE LA LEY N° 60/90",,"Asset",,,"Yes",,10204,1020497,"BIENES INCORPORADOS AL AMPARO DE LA LEY N° 60/90",,,,,,,,
1020498,"BIENES EN ARRENDAMIENTO FINANCIERO",,"Asset",,,"Yes",,10204,1020498,"BIENES EN ARRENDAMIENTO FINANCIERO",,,,,,,,
1020499,"(-) DEPRECIACIÓN ACUMULADA",,"Asset","Debit",,"Yes",,10204,1020499,"(-) DEPRECIACIÓN ACUMULADA",,,,,,,,
102049901,"Depreciación Acumulada","Depreciación Acumulada Bienes de Uso","Asset","Debit",,"No",,1020499,102049901,"Depreciación Acumulada",,,,,,,,
10205,"OTROS ACTIVOS A LARGO PLAZO",,"Asset",,,"Yes",,102,10205,"OTROS ACTIVOS A LARGO PLAZO",,,,,,,,
1020501,"DERECHOS FIDUCIARIOS",,"Asset",,,"Yes",,10205,1020501,"DERECHOS FIDUCIARIOS",,,,,,,,
1020502,"ACTIVOS DE PROYECTO Y ORDEN DE TRABAJO",,"Asset",,,"Yes",,10205,1020502,"ACTIVOS DE PROYECTO Y ORDEN DE TRABAJO",,,,,,,,
102050201,"Activos de Proyecto","Activos creados","Asset",,"Yes","No","PJ_ASSET_ACCT",1020502,102050201,"Activos de Proyecto",,,,,,,,
102050202,"Proyecto - Trabajo en Proceso","Trabajos en proceso","Asset",,"Yes","No","PJ_WIP_ACCT",1020502,102050202,"Proyecto - Trabajo en Proceso",,,,,,,,
102050203,"Material de Orden de Trabajo","Materiales asignados a ordenes de trabajo","Asset",,"Yes","No",,1020502,102050203,"Material de Orden de Trabajo",,,,,,,,
102050204,"Orden de Trabajo  Material en sobrecargo","Materiales asignados a ordenes de trabajo, Activos","Asset",,"Yes","No",,1020502,102050204,"Orden de Trabajo  Material en sobrecargo",,,,,,,,
102050205,"Orden de Trabajo - Recursos","Recursos asignados a ordenes de trabajo","Asset",,"Yes","No",,1020502,102050205,"Orden de Trabajo - Recursos",,,,,,,,
102050206,"Centro de Trabajo Sobrecargo","Centro de trabajo asignados a orden de trabajo","Asset",,"Yes","No",,1020502,102050206,"Centro de Trabajo Sobrecargo",,,,,,,,
10206,"CARGOS DIFERIDOS ",,"Asset",,,"Yes",,102,10206,"CARGOS DIFERIDOS ",,,,,,,,
1020601,"GASTOS DE CONSTITUCIÓN ",,"Asset",,,"Yes",,10206,1020601,"GASTOS DE CONSTITUCIÓN ",,,,,,,,
1020602,"GASTOS DE ORGANIZACIÓN ",,"Asset",,,"Yes",,10206,1020602,"GASTOS DE ORGANIZACIÓN ",,,,,,,,
1020603,"GASTOS DE DESARROLLO ",,"Asset",,,"Yes",,10206,1020603,"GASTOS DE DESARROLLO ",,,,,,,,
1020604,"GASTOS DE PROYECTOS DE INVERSIÓN",,"Asset",,,"Yes",,10206,1020604,"GASTOS DE PROYECTOS DE INVERSIÓN",,,,,,,,
1020699,"(-) AMORTIZACIÓN ACUMULADA",,"Asset","Debit",,"Yes",,10206,1020699,"(-) AMORTIZACIÓN ACUMULADA",,,,,,,,
10207,"ACTIVOS INTANGIBLES ",,"Asset",,,"Yes",,102,10207,"ACTIVOS INTANGIBLES ",,,,,,,,
1020701,"LICENCIAS, MARCAS Y PATENTES",,"Asset",,,"Yes",,10207,1020701,"LICENCIAS, MARCAS Y PATENTES",,,,,,,,
102070101,"Licencia Software","Activo por Software adquirido","Asset",,,"No",,1020701,102070101,"Licencia Software",,,,,,,,
1020702,"FRANQUICIAS",,"Asset",,,"Yes",,10207,1020702,"FRANQUICIAS",,,,,,,,
1020799,"(-) AMORTIZACIÓN ACUMULADA",,"Asset","Debit",,"Yes",,10207,1020799,"(-) AMORTIZACIÓN ACUMULADA",,,,,,,,
102079901,"Amortización Acumulada - Software","Amortización Software","Asset","Debit",,"No",,1020799,102079901,"Amortización Acumulada - Software",,,,,,,,
2,"PASIVO ",,"Liability",,,"Yes",,,2,"PASIVO ",,,,,,,,
201,"PASIVO CORRIENTE",,"Liability",,,"Yes",,2,201,"PASIVO CORRIENTE",,,,,,,,
20101,"ACREEDORES COMERCIALES",,"Liability",,,"Yes",,201,20101,"ACREEDORES COMERCIALES",,,,,,,,
2010101,"PROVEEDORES LOCALES",,"Liability",,,"Yes",,20101,2010101,"PROVEEDORES LOCALES",,,,,,,,
201010101,"Proveedores Locales","Proveedores Locales","Liability",,"Yes","No","V_LIABILITY_ACCT",2010101,201010101,"Proveedores Locales",,,,,,,,
2010102,"PROVEEDORES DEL EXTERIOR",,"Liability",,,"Yes",,20101,2010102,"PROVEEDORES DEL EXTERIOR",,,,,,,,
201010201,"Proveedores del Exterior","Proveedores por importaciones","Liability",,,"No",,2010102,201010201,"Proveedores del Exterior",,,,,,,,
2010103,"INTERESES A PAGAR A PROVEEDORES",,"Liability",,,"Yes",,20101,2010103,"INTERESES A PAGAR A PROVEEDORES",,,,,,,,
2010104,"OTROS ACREEDORES",,"Liability",,,"Yes",,20101,2010104,"OTROS ACREEDORES",,,,,,,,
201010401,"Acreedores Varios","Cuentas a pagar no relacionadas con ventas","Liability",,"Yes","No","V_LIABILITY_SERVICES_ACCT",2010104,201010401,"Acreedores Varios",,,,,,,,
201010402,"Cheques emitidos no Cobrados","Cheques pendientes de entrega al proveedor","Liability",,,"No",,2010104,201010402,"Cheques emitidos no Cobrados",,,,,,,,
201010403,"Gastos de Despachos a Pagar","Gastos de despachos a Pagar","Liability",,,"No",,2010104,201010403,"Gastos de Despachos a Pagar",,,,,,,,
2010105,"CREDITOS COMERCIALES A PAGAR NO FACTURADOS",,"Liability",,,"Yes",,20101,2010105,"CREDITOS COMERCIALES A PAGAR NO FACTURADOS",,,,,,,,
201010501,"Créditos Comerciales a Pagar no Facturados","Productos recibidos sin facturas","Liability",,"Yes","No","NOTINVOICEDRECEIPTS_ACCT",2010105,201010501,"Créditos Comerciales a Pagar no Facturados",,,,,,,,
2010106,"PAGOS SELECCIONADOS",,"Liability",,,"Yes",,20101,2010106,"PAGOS SELECCIONADOS",,,,,,,,
201010601,"Pagos Seleccionados de Facturas","Ordenes de Pago seleccionadas para pago","Liability",,"Yes","No","B_PAYMENTSELECT_ACCT",2010106,201010601,"Pagos Seleccionados de Facturas",,,,,,,,
20102,"DEUDAS FINANCIERAS",,"Liability",,,"Yes",,201,20102,"DEUDAS FINANCIERAS",,,,,,,,
2010201,"PRÉSTAMOS DE BANCOS Y OTRAS ENTIDADES FINANCIERAS",,"Liability",,,"Yes",,20102,2010201,"PRÉSTAMOS DE BANCOS Y OTRAS ENTIDADES FINANCIERAS",,,,,,,,
201020101,"Préstamo Banco Continental","Préstamos a Pagar Bancos","Liability",,,"No",,2010201,201020101,"Préstamo Banco Continental",,,,,,,,
201020102,"Prestamo de Banco por Garantia","Préstamos con Garantía","Liability",,,"No",,2010201,201020102,"Prestamo de Banco por Garantia",,,,,,,,
201020103,"Sobre Giro - Banco Continental usd 77501-02","Sobregiros en cuentas corrientes","Liability",,,"No",,2010201,201020103,"Sobre Giro - Banco Continental usd 77501-02",,,,,,,,
201020104,"Préstamo Banco Itau","Préstamos a Pagar Bancos","Liability",,,"No",,2010201,201020104,"Préstamo Banco Itau",,,,,,,,
2010202,"PRÉSTAMOS DEL DUEÑO, SOCIOS O  ENTIDADES VINCULADAS",,"Liability",,,"Yes",,20102,2010202,"PRÉSTAMOS DEL DUEÑO, SOCIOS O  ENTIDADES VINCULADAS",,,,,,,,
