Value/K,Name,Description,IsSummary,IsDefault,IsActive
1322,"Fabricación de Artículos Confeccionados con Textiles, excepto Prendas de Vestir.","Esta clase incluye: elaboración de artículos confeccionados de cualquier material textil, incluyendo telas de punto y ganchillo: mantas, alfombras para viaje, línea de textiles para cama, mesa, excusado o cocina; colchas, edredones, cojines, almohadas, bolsas de dormir, etc.; elaboración de artículos de mueblería hechos a mano: cortinas, bastidores, persianas, cubrecamas, muebles o máquinas cobertoras etc.; lonas, tiendas, artículos para acampar, velas, toldos, cobertores para auto, maquinas o muebles, etc.; banderas, pancartas, banderines, etc.; plumeros, pańos de cocina y artículos similares, chaleco salvavidas, paracaídas, etc. Esta clase también incluye: elaboración de la parte textil de mantas eléctricas; elaboración de tapices tejidos a mano; elaboración de cubre neumáticos. Esta clase excluye: elaboración de artículos textiles para uso técnico, ver 1329",N,N,Y
1323,Fabricación de Tapices y Alfombras.,"Esta clase incluye: elaboración de textiles para cubrir pisos: tapices, alfombras y felpudos, azulejos. Esta clase incluye: elaboración de fieltro para cubrir pisos hecho por telares de aguja. Esta clase excluye: elaboración de felpudos y esteras de material trenzado, ver 1629; elaboración de cubiertas para piso de corcho, ver 1629; elaboración de cubiertas para piso elásticas, como vinilo. , ver 2220.",N,N,Y
1324,"Fabricación de Cuerdas, Cordeles, Bramantes y Redes.","Esta clase incluye: elaboración de bramantes, cordajes, cuerdas y cables de fibras textiles o tiras o parecidos, sean o no impregnados, tratados, cubiertos o revestido con caucho o plástico; elaboración de redes de nudo, de bramantes, cordajes o cuerdas; elaboración de productos de cuerda o redes: redes de pesca, defensas para bordos, cojines para descargas, eslingas, cuerdas y maromas con aros metálicos etc. Esta clase excluye: elaboración de mallas para el cabello, ver 1410; elaboración de cables, ver 2599.",N,N,Y
1329,Fabricación de Otros Textiles.,"Esta clase incluye todas las actividades relacionadas a textiles o productos textiles, no especificados en algún otro lugar en la división 12 o 13, comprendiendo un gran numero de procesos y una gran variedad de bienes producidos. Esta clase incluye: elaboración de telas tejidas estrechas, incluye telas consistentes  de urdimbre y trama juntas por medio de un adhesivo; elaboración de etiquetas, insignias etc.; elaboración de arreglos ornamentales: galones, borlas, pompones etc.; elaboración de fieltro; elaboración de tules y otras telas de red y de encaje y bordado, en la pieza, en franjas o en motivos; elaboración de telas impregnadas, bańadas, cubiertas o laminadas con plásticos; elaboración de hilos metalizados o hilo bordeado, hilo de caucho y cuerda cubierta con material textil, hilo textil o tira cubierta, impregnada, bańada o revestida con caucho o plástico; elaboración de tejidos de hilos manufacturados de alta tenacidad para cuerdas de neumáticos, elaboración de otros tejidos tratados o bańados: papel tela, lienzos preparados para pintores, bocací y tejidos entiesados similares, tejidos bańados con goma o sustancias amiláceas (que contiene almidón o que se parece a esta sustancia); elaboración de diversos artículos textiles: mechas textiles, camisas para mecheros de gas incandescentes y tejidos tubulares para su fabricación, mangueras, correas transportadoras y correaje de transmisión (estén o no reforzados con metal u otro materal), tela para tamices, tea de filtración; adornos automotrices; elaboración de bandas textiles; tablas de lienzo de artistas y papel tela; elaboración de cordones de zapatos de textiles; elaboración de polveras y guantes. Esta clase excluye: elaboración de fieltro para cubrir pisos hecho por telares de aguja, ver 1323; elaboración de textiles de guata y artículos de guata: toallas higiénicas, tampones, etc., ver 1709; elaboración de correas transportadoras o correajes de transmisión de telas textiles, hilo o cuerda impregnada, bańada, cubierta o laminada con caucho, donde el caucho es el componente especial, ver 2219; elaboración de láminas u hojas de caucho o plástico celular combinados con textiles solo para propósitos de reforzamiento, ver 2219, 2220; elaboración de pańo de alambre metálico tejido, ver 2599.",N,N,Y
1410,"Fabricación de prendas de vestir, excepto prendas de piel.","Esta clase incluye la elaboración de prendas de vestir. El material usado puede ser de cualquier tipo y puede ser impregnado, bańado o encauchado. Esta clase incluye: elaboración de prendas de vestir hechas de cuero o compuestas de cuero incluyendo accesorios industriales de trabajo de cuero como mandiles de cuero para soldadores; elaboración de ropa de trabajo; elaboración de otra ropa de calle hecha de tejido, tela de punto o ganchillo, no tejido, etc. para hombre, mujeres y nińos: abrigos, trajes, conjuntos, chaquetas, pantalones, faldas, etc.; elaboración de ropa interior y de dormir hecha de tejidos, telas de punto o ganchillo, seda, etc. Para hombres, mujeres y nińos: camisas, camisetas, bragas, piyamas, camisones, batas, blusas, brasieres, corsés, etc.; elaboración de sombreros y gorras; elaboración de otros accesorios de ropa: guantes, cinturones, chales, corbatas, mallas para el cabello, etc. Esta clase también incluye: confecciones a medida, elaboración de artículos de tocado de peletería, elaboración de calzado de material textil sin suela aplicada; elaboración de partes de los productos listados. Esta clase excluye: elaboración de prendas de vestir de peletería (excepto artículos de tocado), ver 1420; elaboración de calzado, ver 1520; elaboración de prendas de vestir de caucho o plástico no unido por puntadas simplemente sellado junto, ver 2219, 2220; elaboración de guantos deportivos de cuero y de artículos deportivos de tocado, ver 3230, elaboración de artículos de tocado de seguridad (excepto artículos deportivos de tocado) ver 3290; elaboración de prendas protectoras de seguridad y resistentes al fuego, ver 3290; reparación de prendas de vestir, ver 9529.",N,N,Y
1420,Fabricación de artículos de piel.,"Esta clase incluye: elaboración de artículos hechos de pieles finas: prendas de vestir de piel y accesorios de ropa; conjuntos de peletería, tales como pieles alargadas, planchas, cuadrados, tiras, etc., otros artículos como alfombras, pufes sin relleno, pańos para pulimento industrial. Esta clase excluye: producción de pieles finas sin curtir, ver 014, 0170; producción de pieles y cueros sin curtir, ver 1010; elaboración de imitación de pieles (pańo de pelo largo obtenido por tejedura o punto) ver 1312, 1321; elaboración de sombreros de piel, ver 1410; elaboración de prendas de vestir adornadas con piel, ver 1410; adobado y teńido de piel, ver 1511; fabricación de botas y zapatos con partes de piel, ver 1520.",N,N,Y
1430,Fabricación de prendas de tejidos y de punto crocheted.,"Esta clase incluye: elaboración de prendas de vestir hechas de punto o ganchillo y otros artículos confeccionados directamente de punto y ganchillo: jersey, chaquetas, chalecos y artículos similares; elaboración de calcetería, incluidos medias, pantys y pantys medias Esta clase excluye: elaboración de textiles de punto o ganchillo, ver 1321",N,N,Y
1511,Curtido y Adobo de Cueros; Adobo y Teńido de Pieles.,"Esta clase incluye: curtido, teńido y adobado de cueros y pieles; elaboración de cuero gamuzado y apergaminado, charol o cuero metalizado; elaboración de cuero regenerado; raspado,  adobado, curtido, blanqueado, esquilado y depilado y teńido de pieles y cueros con pelo. Esta clase excluye: producción de cueros y pieles como parte de trabajo agrícola, ver 014; producción de pieles y cueros como parte de actividades de mataderos, ver 1010; elaboración de prendas de cuero, ver 1410; elaboración de imitación de cuero no basado en cuero natural, ver 2219, 2220",N,N,Y
1512,"Fabricación de Maletas, Bolsos de Mano y Artículos de Talabartería y Guarnicionería.","Esta clase incluye: elaboración maletas, bolsos de mano y similares, de cuero,  cuero regenerado o cualquier otro material, como plástico laminado, materiales textiles, fibra vulcanizada o papel cartón donde se use la misma tecnología que para el cuero; elaboración de talabartería y guarnicionería; elaboración de correas de reloj no metálicas (tela, cuero, plástico); elaboración de diversos artículos de cuero o cuero regenerado: cintas transportadoras, embalajes, etc.; elaboración de cordones para zapatos de cuero; elaboración de látigos y fusta. Esta clase excluye: elaboración de prendas de vestir de cuero, ver 1410; elaboración de guantes y sombreros de cuero, ver 1410; elaboración de calzado, ver 1520; elaboración de sillas para bicicletas, ver 3092; elaboración de correas de metales preciosos para relojes, ver 3211; elaboración de cinturones de seguridad para reparadores de líneas y otros cinturones para uso ocupacional, ver 3290.",N,N,Y
1520,Fabricación de calzado.,"Esta clase incluye: elaboración de calzado para todos los propósitos de cualquier material, por cualquier proceso incluido moldeado (ver abajo por las excepciones), elaboración de partes de cuero para calzado: elaboración de capelladas y partes de capelladas, suelas interiores y exteriores, tacos, etc.; elaboración de tobilleras y polainas y artículos similares Esta clase excluye: elaboración de calzado de material textil sin suela aplicada, ver 1410; elaboración de partes de plástico de calzado, ver 2220; elaboración de botas de caucho, tacos, suelas y otras partes de zapato de caucho, ver 2219; elaboración de partes de zapato de madera (tacos y hormas) ver 1629",N,N,Y
1610,Aserrados y acepilladura de madera.,"Esta clase incluye: - aserrado, cepillado y trabajo a máquina de la madera - rebanado, pelado o astillado de troncos - fabricación de durmientes ferroviarios de madera - fabricación de pisos de madera sin ensamblar  fabricación de las lanas de madera, harina de madera, virutas, partículas Esta clase también incluye: - el secado de madera - impregnación o tratamiento químico de la madera con conservantes u otros materiales. Esta clase excluye: -extracción y producción de la madera en bruto, ver 0220 - fabricación de las hojas de madera suficientemente delgadas para uso en chapeado, tableros y paneles, ver 1621 - fabricación de tablillas y ripias, moldes, ver 1622",N,N,Y
1621,"Fabricación de hojas de madera para enchapado;fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles.","Esta clase incluye: - fabricación de hojas de madera suficientemente delgadas para ser usadas  para chapeado contra chapeado u otros propósitos · alisado, · teńido, bańado, impregnado, reforzado (con  papel o forro de tela) terminados en forma de adornos - fabricación de contra chapeado, paneles de chapa y tableros y hojas de madera laminados similares - fabricación  tablero de partícula y de paneles de fibras de madera - fabricación de madera compactada - fabricación de pegamento laminado de madera, madera laminada enchapada",N,N,Y
1622,Fabricación de Partes y Piezas de Carpintería para Edificios y Construcciones.,"Esta clase incluye: - fabricación de productos de madera con la intención de ser usados en la industria de la construcción: vigas, barras, puntales de techo,  pegamento-laminado y metal conectado, vigas prefabricadas de madera; puertas, ventanas, contraventana y sus marcos, contengan o no metales, tales como bisagras, cerraduras etc.; escaleras, enrejados;  moldes de madera, tablillas y ripias, bloques de piso parqué, listones, etc., ensamblado en paneles; fabricación de edificios prefabricados o elementos similares predominantemente de madera; fabricación de casa movibles; elaboración de tabiques o mamparas de madera (excepto independientes) Esta clase excluye: - fabricación de piso de madera no ensamblado, ver 1610 - fabricación de gabinetes de cocina, estantes para libros, armarios etc., ver 3100 - fabricación de tabiques o mamparas de madera, considera 3100",N,N,Y
1623,Fabricación de Recipientes de Madera.,"Esta clase incluye: - fabricación de cajas de embalaje, cajones, barriles, jaulas y de envases similares de la madera - fabricación de paletas, paletas de caja y otras bandejas de  madera para operaciones de carga -fabricación de toneles, barricas, cubas, tinas y otros productos de madera de tonelería; elaboración de cilindros de madera para cables. Esta clase excluye: - fabricación de equipaje, ver 1512 - fabricación de estuches de material trenzado, ver 1629",N,N,Y
1629,"Fabricación de Otros Productos de Madera; Fabricación de Artículos de Corcho, Paja y Materiales Trenzables.","Esta clase incluye: fabricación de varios productos de madera: herramientas, monturas y mangos de herramientas, monturas y mangos de cepillos o escobas; hormas y tensores para botas y zapatos, perchas para ropa;; utensilios de cocina y para uso doméstico; estatuillas y otros adornos;  artículos de marquetería y taracea; joyeros y estuches para cubiertos y artículos similares; carretes, tapas, canillas de bobinas, carretes para hilos de coser y artículos similares de madera torneada; otros artículos de madera; Elaboración de corcho natural y corcho aglomerado; fabricación de artículos  de corcho natural o aglomerado, incluido recubridores de piso; elaboración de trenzas y productos de material trenzable: esteras, esterillas, persianas, jaulas, etc.; Fabricación de cestos y artículos de mimbre; elaboración de marcos de madera para espejos y fotos; elaboración de cuadros para lienzos de artistas; elaboración de partes de zapatos de madera (tacos y hormas); elaboración de mangos para paraguas, bastones y similares; elaboración de bloques para la elaboración de bloques para elaborar pipas de cigarro. Esta clase excluye: elaboración de esteras o esterillas de material textil, ver 1322; elaboración de equipaje, ver 1512; elaboración de calzado de madera, ver 1520; elaboración de fósforos, ver 2029; elaboración de estuches de reloj, ver 2652; elaboración de carretes y canillas de bobina que son parte de maquinaria textil, ver 2826; elaboración de muebles, ver 3100; elaboración de juguetes de madera, ver 3240; elaboración de escobas y cepillos, ver 3290; elaboración de cofres, ver 3290.",N,N,Y
1701,"Fabricación de pulpa, papel y cartón.","Esta clase incluye: elaboración de pasta de papel blanqueada, semi blanqueada o desblanqueada por procesos mecánicos, químicos (disolventes o no disolventes) o procesos semi químicos; elaboración de pulpa de borras de algodón; remoción de tinta y elaboración de pasta de desperdicios de papel; elaboración de papel y cartón para propósitos industriales adicionales. Esta caso también incluye: procesamiento adicional de papel y cartón: bańado, cubierto e impregnado de papel y cartón; elaboración de papel rizado o plegado; elaboración de papel hecho a mano; elaboración de relleno de celulosa y redes de fibras celulosas; elaboración de papel carbón o papel esténcil en rollos u hojas grandes. Esta clase excluye: elaboración de papel ondulado y cartón, ver 1702; elaboración de artículos procesados adicionales de papel, cartón o pulpa, ver 1709; elaboración de papel cubierto o impregnado, donde el cubrido o el impregnado sea el principal ingrediente, ver clase donde esta clasificada la elaboración de los cubiertos o impregnados; elaboración de papel abraviso, ver 2399; elaboración de conservantes de corcho vivo, ver 2390,",N,N,Y
1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón.,"Esta clase incluye: - fabricación del papel y de cartón ondulados - fabricación de envases de papel o de cartón ondulado - fabricación de envases cartón plegable - fabricación de envases de tablero sólido - fabricación de otros envases de papel y de cartón - fabricación de sacos y de bolsas del papel - fabricación de cajas de archivos oficina y artículos similares Esta clase excluye: - la fabricación de sobres, ver 1709 - fabricación de artículos de pasta de papel moldeada o prensada (ejemplo cajas de embalaje para huevos, placas de pasta de papel moldeadas) ver 1709",N,N,Y
1709,Fabricación de otros artículos de papel y cartón.,"Esta clase incluye: - fabricación de enseres domésticos y productos de papel de higiene personal y productos rellenos de celulosa: pańuelos de limpieza, pańuelos, toallas, servilletas, papel higiénico, toallas sanitarias y tampones, servilletas para bebes, vasos, platos y bandejas, elaboración de relleno textil y artículos de relleno: toallas sanitarias, tampones, etc.; elaboración de papel para impresión y escritura listo para usar; elaboración de papel para impresión de computadora listo para usar; elaboración de papel de auto copiado listo para usar; elaboración de papel esténcil duplicado y papel carbón listo para usar, elaboración de papel goma o adhesivo listo para usar, elaboración se sobres y cartas y tarjetas; elaboración de registros, libros de contabilidad, carpetas, álbumes y artículos de papelería comerciales e industriales similares; elaboración de cajas, bolsas, carteras, compendios escritos que contengan una variedad de artículos de papelería; elaboración de papel mural y cobertores similares de pared incluidos cobertores de vinilo y papel mural textil; elaboración de etiquetas; elaboración de bobinas, carretes, tapas, etc. de papel y cartón; elaboración de bandejas de huevos y otros productos molederos empacados de pasta etc.; elaboración de papel de regalo. Esta clase excluye: -fabricación de papel o cartón a granel, ver 1701; impresiones en productos de papel, ver 1811; elaboración de cartas de juego (naipes), ver 3240; elaboración de juegos o juguetes de papel o cartón, ver 3240.",N,N,Y
1811,Actividades de Impresión.,"Esta clase incluye: - impresión de diarios, magazines y otros periódicos, libros y folletos, música y manuscritos musicales, mapas, atlas, póster, catálogos de publicidad, prospectos y otra  publicidad impresa, los sellos, las estampillas de los impuestos, los documentos de título, cheques y otros valores, ,  diarios, calendarios,  formularios de negocios y otros impresos comerciales, papeles personales y otros impresos por prensa, offset, fotograbado, flexografia y otros prensas impresoras, maquinas reproductoras, impresoras controladas por computadores, grofadoras, etc. Impresión directa en textiles, plásticos, vidrio, metal, madera y cerámica. El material impreso es normalmente registrado. Esta clase también incluye: impresión de etiquetas o marcas (litográficas, impresión por fotograbado, impresión flexografica, otras) Esta clase excluye: serigrafía en textiles y prendas de vestir, ver 1313; elaboración de artículos de papel, tales como carpetas, ver 1709; publicación de impresos, ver 581; fotocopiado de documentos, ver 8219.",N,N,Y
1812,Servicios relacionados con la impresión.,"Esta clase incluye: - encuadernado de hojas impresas, ejemplo en libros, folletos, revistas, catálogos etc., a través del doblado, montado, cosido, pegado, compaginado, hilvanado, encuadernado adhesivo, recortado, estampado de oro - composición, tipografía, fotocomposición, prensa la entrada de datos incluyendo la exploración y el reconocimiento de caracteres óptico, ensamblaje electrónico - servicios de elaboración de placas de impresión incluyendo composición de imágenes y de placas (para los proceso de impresión por prensa y offset) - grabado o aguafuerte de cilindros para fotograbado - procesos de placa para placa (también placas fotopolímeras) -preparación de placas y dados para sustituir  que sellados o impresos - pruebas - trabajo artístico incluyendo piedras de lito y planchas xilográficas preparadas - producción de productos reprográficos - diseńo de los productos de impresión ejemplo: bosquejos, diseńos, maniquíes etc. - otras actividades gráficas tales como grabado de dados o sellado de dados, copiado de brayle, perforado y taladrado, realzado, barnizado y laminado, compaginando y recuadrado, plegado",N,N,Y
1820,Reproducción de grabaciones.,"Esta clase incluye: - reproducción de copias originales de discos gramofónicos, de discos compactos y de cintas con música u otras grabaciones de sonidos - reproducción de copias originales de discos, discos compactos y de cintas con películas y otras video grabaciones - reproducción de copias originales de software y datos en discos y cintas. Esta clase excluye: reproducción de impresiones, ver 1811; publicación de softwares, ver 5820; producción y distribución de películas, cintas de video y películas en DVD o medios similares, ver 5911, 5912, 5913; reproducción de rollos de películas para distribución teatral, ver 5913; producción de copias originales para discos o material de audio, ver 5920.",N,N,Y
1910,Fabricación de productos de horno de coque.,"Esta clase incluye: operación de hornos de coque; producción de coque y semi coque; producción de brea y semi brea; producción de hornos a gas de coque, producción de carbón crudo y alquitrán de lignito; aglomeración de coque.",N,N,Y
1920,Fabricación de los productos de la refinación de petróleo.,"Esta clase incluye, la elaboración de combustibles gaseosos o líquidos u otros productos del petróleo crudo, minerales bituminosos o sus productos fraccionarios. La refinación de petróleo involucra una o más de las siguientes actividades: fraccionamiento, destilación directa de petróleo crudo y destilación. Esta clase incluye: producción de combustibles para motor: gasolina, kerosene etc.; producción de combustible: combustible suave, medio y pesado, gases refinados como etano, propano, butano, etc.; elaboración de aceites lubricantes basados en petróleo o grasas, incluidos desperdicios del petróleo; elaboración de productos para la industria petroquímica y para la elaboración de cubridores de caminos; elaboración de varios productos: aguarrás, vaselina, cera parafina, etc.; elaboración de carbón de piedra y tejas de lignito combustible; mezcla de biocombustibles, i.e. mezcla de alcoholes con petróleo (ejemplo gasohol)",N,N,Y
2011,Fabricación de Sustancias Químicas Básicas.,"Esta clase incluye la elaboración de químicos usando procesos básicos, tales como destilación termal y destilación. El resultado de estos procesos son usualmente elementos químicos separados o compuestos químicos definidos separados. Esta clase incluye: elaboración de gases licuados o compresados inorgánicos industriales o médicos; gases elementales; aire líquido o comprimido; gases refrigerantes; gases industriales mixtos; gases inertes como dióxido de carbono; gases aislantes; elaboración de tintes y pigmentos de cualquier fuente en forma básica o como concentrado; elaboración de elementos químicos; elaboración de ácidos inorgánicos excepto ácido nítrico;  elaboración de álcali, lejía y otras bases inorgánicas excepto amoníaco; elaboración de otros compuestos inorgánicos; elaboración de químicos básicos orgánicos: hidrocarbonos acíclicos, saturados y no saturados; hidrocarbonos cíclicos saturados y no saturados, alcoholes cíclicos y cíclicos; ácido monocarboxilico y poli carboxílico, incluido ácido acético; otro compuesto de la función oxigeno, incluido  aldehídos, cetona, quinonas y decompuestos de función de oxígeno y poli compuestos de función de oxígeno; glicerol sintético; compuestos orgánicos de la función de nitrógeno, incluyendo aminas; fermentación de cańa de azúcar, maíz o similares para producir alcohol y esteres; otros compuestos orgánicos, incluyendo productos destilados de madera (ejemplo carbón vegetal) etc.; elaboración de agua destilado; elaboración de productos sintéticos aromáticos; asado de piritas de hierro. Esta clase incluye también: elaboración de productos usados como agentes luminosos fluorescentes o como lumino foros; enriquecimiento de minerales de uranio y torio. Esta clase excluye: extracción de metano, etano, butano o propano, ver 0620; elaboración de combustibles de gas como etano, butano o propano en una refinería petrolera, ver 1920; elaboración de fertilizantes nitrógenos y compuestos nitrógenos, ver 2012; elaboración de amoníaco, ver 2012; elaboración de cloruro de amonio, ver 2012; elaboración de nitrito y nitrato de potasio, ver 2012; elaboración de carbonato de amonio, ver 2012; elaboración de plásticos en formas primarias, ver 2013; elaboración de caucho sintético en forma primaria, ver 2013; elaboración de tintes y pigmentos preparados, ver 2022; elaboración de glicerol crudo, ver 2023; elaboración de aceites naturales esenciales, ver 2029; elaboración de aguas destiladas aromáticas, ver 2029; elaboración de ácido salicílico y ácido O- acetilsalicílico, ver 2100",N,N,Y
2012,Fabricación Abonos y Compuestos de Nitrógeno.,"Esta clase incluye: elaboración de fertilizantes: nitrógenos puros o compuestos, fertilizantes fosfáticos o potásicos; urea, fosfatos crudos naturales y sales potásicas crudas naturales; elaboración de productos asociados al nitrógeno: ácido nítrico y sulfonitrico, amoníaco, cloruro de amonio, carbonato de amonio, nitritas y nitratos de potasio. Esta clase incluye también: elaboración de abono de tierra con turba como principal constituyente; elaboración de abono de tierra mixto de suelo natural, arena, arcilla y minerales. Esta clase excluye: extracción de guano, ver 0891; elaboración de productos agroquímicos, como pesticidas, ver 2021; elaboración de abono de desperdicios, ver 3821 ",N,N,Y
2013,Fabricación de Plásticos y de Caucho Sintético en Formas Primarias.,"Esta clase incluye: la elaboración de resinas, materiales plásticos, y elastómeros termoplásticos no vulcanizados y resinas mezcladas y combinadas para encargo, como también la elaboración de resinas sintéticas no a encargo. Esta clase incluye: elaboración de plásticos en formas primarias: polímetros, incluyendo esos de etileno, propileno, estireno, cloruro de vinillo, acetato de vinillo y acrílicos; poliamidas, resinas fenólicas y epoxídicas y poliuteranos, alquímicos y resinas poliéster y polieteres, siliconas, intercambiadores de iones basados en polímetros; elaboración de caucho sintético en formas primarias: caucho sintético, artificial; elaboración de mezcla de caucho sintético y natural o gomas similares al caucho (ejemplo balata); esta clase también incluye: elaboración de celulosa y sus derivados químicos. Esta clase excluye: elaboración de fibras sintéticas y artificiales, filamentos e hilos, ver 2030; desfibrado de productos plásticos, ver 3830",N,N,Y
2021,Fabricación de Pesticidas y de Otros Productos Químicos de Uso Agropecuario.,"En esta clase se incluye la fabricación de insecticidas, raticidas, fungicidas, herbicidas, productos antigerminantes, reguladores del crecimiento de las plantas, desinfectantes (para la agricultura y otros usos) y otros productos químicos para uso agropecuario ncp Exclusión:  La fabricación de abonos y compuestos de nitrógeno se incluye en la clase 2012.",N,N,Y
2022,"Fabricación de Pinturas, Barnices y Productos de Revestimiento Similares, Tintas de Imprenta y Masillas.","En esta clase se incluye la fabricación de: Pinturas, barnices, esmaltes y lacas.-Pigmentos preparados y tintes, opacificantes preparados y colores preparados, esmaltes vitrificables, y barnices para vidriar y enlucidos cerámicos y preparados similares, Masillas, compuestos para calafatear y preparados similares no refractarios para relleno y enlucido. -Disolventes y diluyentes compuestos orgánicos.  Removedores de pintura y barniz preparados. Tinta de imprenta. Esta clase excluye: fabricación de colorantes para teńir y pigmentos, ver 2011; fabricación de tintas para escribir y dibujar, ver 2029",N,N,Y
2023,"Fabricación de Jabones y Detergentes, Preparados para Limpiar y Pulir, Perfumes y Preparados de Tocador.","En esta clase de incluye: -Agentes orgánicos tenso activos; elaboración de jabón; Papel, guata, fieltro y otros materiales impregnados, revestidos o recubiertos con jabón o detergente; Glicerina cruda; elaboración de preparados orgánicos tenso activos:  polvos de lavado en forma sólida o líquida y detergentes, preparados para lavalosas, suavizadores de tela; fabricación de productos de limpieza y pulido: Preparados para perfumar y desodorizar ambientes, Ceras artificiales y ceras preparadas, pulidores y cremas para cuero, pulidores y cremas para madera, pulidores de carrocería, vidrio y metal, pastas y polvos abrasivos incluyendo papel, guata etc. revestidos o recubiertos con estos, fabricación de perfumes y preparados de tocador: perfumes y papel de tocador, Preparados de belleza y de maquillaje, protección contra quemaduras de sol y preparados para bronceado, preparados para manicuro y pedicuro; champú, laca para cabello, preparados para ondular y alisar el cabello, dentríficos y preparados de higiene oral incluso preparados para la fijación de dentaduras, preparados para afeitar, inclusive antes de afeitar y después de afeitar, desodorantes y sales de bańo, depiladores. Esta clase excluye: fabricación de compuestos separados definidos químicamente, ver 2011; fabricación de glicerina, sintetizada de productos de petróleo, ver 2011; extracción y refinación de aceites naturales esenciales, ver 2029.",N,N,Y
2029,Fabricación de Otros Productos Químicos.,"Esta clase incluye: fabricación de pólvora propulsora; fabricación de explosivos y productos pirotécnicos, incluyendo cápsulas percusoras, detonadores, bengalas de seńalas y artículos similares, etc.; elaboración de gelatina y sus derivados, pegamento y preparados adhesivos, incluyendo pegamento y adhesivo a base de caucho; fabricación de extractos de productos aromáticos naturales; fabricación de resinoides, fabricación de agua destilada aromática, elaboración de mezclas de productos odoríferos para la elaboración de perfumes o comidas; elaboración de placas fotográficas, película, papel sensibilizado y otro material sensibilizado sin impresionar; fabricación de preparados químicos para usos fotográficos; fabricación de varios productos químicos: Peptonas y sus derivados, otras sustancias proteínicas y sus derivados ncp; Aceites esenciales; grasas y aceites modificados químicamente; Materiales para el acabado de productos textiles y cuero; Polvos y pastas para soldadura blanda, dura y autógena; Sustancias para el decapado de metales; preparados aditivos para cementos; Carbón activado, aditivos para aceites lubricantes, preparados para acelerar la vulcanización del caucho, catalizadores y otros productos químicos de uso industrial; Preparados antidetonantes, preparados anticongelantes; reactivos compuestos para diagnóstico y de laboratorio; Esta clase incluye también: fabricación de Tintas para escribir y dibujar; fabricación de fósforos. Esta clase excluye: fabricación de productos químicos definidos en bruto, ver 2011; fabricación de agua destilada, ver 2011; fabricación de productos sintéticos aromáticos, ver 2011; fabricación de tinta para impresiones, ver 2022; fabricación de perfumes y preparados de tocador, ver 2023; fabricación de adhesivos basados en asfalto, ver 2399",N,N,Y
2030,Fabricación de fibras manufacturadas.,"Esta clase incluye: fabricación de filamento de estopa artificial o sintético; fabricación de fibras discontinuas, sin cardar, peinar u otro proceso de hilado; fabricación de hilos de filamento sintético o artificial, incluido hilo de gran resistencia; fabricación de monofilamentos o hebras sintéticas o artificiales. Esta clase excluye: hilado de fibras sintéticas o artificiales, ver 1311; fabricación de hilados con fibras discontinuas manufacturadas, ver 1311.",N,N,Y
2211,Fabricación de cubiertas y cámaras de cauchos; recauchutado y renovación de cubierta de cauchos.,"Esta clase incluye: fabricación de llantas de caucho para vehículos, equipos, maquinaria móvil, aviones, muebles y otros usos: llantas neumáticas, neumáticos sólidos o tubulares; fabricación de cámaras de aire para llantas; fabricación de bandas de rodadura intercambiables, fajas de protección de la cámara de aire y tiras de remiendo para  recauchutar cubiertas, etc.; recauchutado y renovación de cubiertas. Esta clase excluye: fabricación de materiales para reparar tubos, ver 2219; reparación de tubos y neumáticos, reparación, adecuación o reemplazo de tubos, ver 4520",N,N,Y
2219,Fabricación de Otros Productos de Caucho.,"Esta clase incluye: fabricación de otros productos de caucho sintético o natural, vulcanizado, y sin vulcanizar o endurecido: planchas de caucho, hojas, tiras, varillas y perfiles; Tubos, cańos y mangueras; Correas o correajes de transporte o transmisión de caucho; artículos higiénicos de caucho: preservativos, botellas de agua caliente; artículos de prendas de vestir de caucho (solo si están sellados, no cosidos), hilos y cuerdas de caucho; hilos y telas cauchadas; aros, sellos y accesorios de caucho; rodillos de caucho; colchones inflables de caucho; globos inflables; fabricación de cepillos de caucho; fabricación de tuberías de caucho; fabricación de peines de caucho duro, horquillas, ruleros y similares. Esta clase incluye: fabricación de materiales de reparación de caucho; fabricación de telas textiles impregnadas, revestidas, cubiertas o laminadas con caucho, donde el caucho es el principal constituyente; elaboración de colchones de caucho para camas de agua; fabricación de gorras de bańo y delantales de caucho; fabricación de trajes isotérmicos y de buceo de caucho; fabricación de artículos sexuales de caucho. Esta clase excluye: fabricación de hilos de neumáticos, ver 1329; fabricación de prendas de vestir de telas elásticas, ver 1410; fabricación de calzado de caucho, ver 1520; fabricación de pegamento y adhesivos basados en caucho, ver 2029; fabricación de tiras de remiendo, ver 2211; fabricación de balsas inflables y botes, ver 3011, 3012; fabricación de colchones de caucho celular no enfundados, ver 3100; fabricación de accesorios deportivos, excepto prendas de vestir, ver 3230; fabricación de juegos y juguetes de caucho (incluye piscinas para nińos, botes de caucho inflables para nińos, animales inflables de caucho, balones y similares), ver 3240; recuperado de caucho, ver 3830.",N,N,Y
