AD_Org_ID[Name],Value,Name,Description,C_Activity_ID[Value],IsActive
"Maracaibo Country Club",483,TEC. PRODUCT. ALIMENT,,,Y
"Maracaibo Country Club",484,TEC. REPARAC. MAQ.,,,Y
"Maracaibo Country Club",485,TEC. REPUJADOR,,,Y
"Maracaibo Country Club",486,TECN.  EN TELEVISION,,,Y
"Maracaibo Country Club",487,TECN. CINEMATOGRAFIA,,,Y
"Maracaibo Country Club",488,TECN. CONTRAENCHAPADO,,,Y
"Maracaibo Country Club",489,TECN. CONTROMETRISTA,,,Y
"Maracaibo Country Club",490,TECN. DRENAJE,,,Y
"Maracaibo Country Club",491,TECN. ELECTRICISTA,,,Y
"Maracaibo Country Club",492,TECN. EN TEXTILES,,,Y
"Maracaibo Country Club",493,TECN. EN TINTAS,,,Y
"Maracaibo Country Club",494,TECN. EN TRANSPORTE,,,Y
"Maracaibo Country Club",495,TECN. EN TURBINAS,,,Y
"Maracaibo Country Club",496,TECN. EN VIBRADORES,,,Y
"Maracaibo Country Club",497,TECN. ENSAMBLADOR,,,Y
"Maracaibo Country Club",498,TECN. TELECOMUNICACIONES,,,Y
"Maracaibo Country Club",499,TECNI. CONCRETO PRITENSADO,,,Y
"Maracaibo Country Club",500,TECNICO,,,Y
"Maracaibo Country Club",501,TECNICO ASESOR,,,Y
"Maracaibo Country Club",502,TECNICO AUDIO VISUAL,,,Y
"Maracaibo Country Club",503,TECNICO AZUCARERO,,,Y
"Maracaibo Country Club",504,TECNICO CAFETERO,,,Y
"Maracaibo Country Club",505,TECNICO ELECTRONICO,,,Y
"Maracaibo Country Club",506,TECNICO EMBUTIDOS,,,Y
"Maracaibo Country Club",507,TECNICO EN AERONAUTICA,,,Y
"Maracaibo Country Club",508,TECNICO EN AGRICULTURA,,,Y
"Maracaibo Country Club",509,TECNICO EN COMPUTADORAS,,,Y
"Maracaibo Country Club",510,TECNICO EN FUMIGACION,,,Y
"Maracaibo Country Club",511,TECNICO EN HORNOS,,,Y
"Maracaibo Country Club",512,TECNICO EN MAQUINARIA,,,Y
"Maracaibo Country Club",513,TECNICO EN MERCADEO,,,Y
"Maracaibo Country Club",514,TECNICO EN MOTORES,,,Y
"Maracaibo Country Club",515,TECNICO EN NAVEGACION,,,Y
"Maracaibo Country Club",516,TECNICO EN NEUMATICOS,,,Y
"Maracaibo Country Club",517,TECNICO EN PINTURAS,,,Y
"Maracaibo Country Club",518,TECNICO EN PLASTICO,,,Y
"Maracaibo Country Club",519,TECNICO EN RADIO,,,Y
"Maracaibo Country Club",520,TECNICO EN RAYOS X,,,Y
"Maracaibo Country Club",521,TECNICO EN REFRIGERACION,,,Y
"Maracaibo Country Club",522,TECNICO EN SANITARIO,,,Y
"Maracaibo Country Club",523,TECNICO EN SISTEMAS,,,Y
"Maracaibo Country Club",524,TECNICO EN SONIDO,,,Y
"Maracaibo Country Club",525,TECNICO EN TEJIDOS,,,Y
"Maracaibo Country Club",526,TECNICO FABRICACION PAPEL,,,Y
"Maracaibo Country Club",527,TECNICO FABRICANTE,,,Y
"Maracaibo Country Club",528,TECNICO FORESTAL,,,Y
"Maracaibo Country Club",529,TECNICO GALVANOPLASTIA,,,Y
"Maracaibo Country Club",530,TECNICO GASOMETRO,,,Y
"Maracaibo Country Club",531,TECNICO HIDRAULICO,,,Y
"Maracaibo Country Club",532,TECNICO HILANDERO,,,Y
"Maracaibo Country Club",533,TECNICO IBM,,,Y
"Maracaibo Country Club",534,TECNICO INDUSTRIAL,,,Y
"Maracaibo Country Club",535,TECNICO INST. MUSICAL,,,Y
"Maracaibo Country Club",536,TECNICO INSTALACIONES,,,Y
"Maracaibo Country Club",537,TECNICO LACTEO,,,Y
"Maracaibo Country Club",538,TECNICO MAQ. CONTABLES,,,Y
"Maracaibo Country Club",539,TECNICO MATRICERO,,,Y
"Maracaibo Country Club",540,TECNICO MEC. DENTAL,,,Y
"Maracaibo Country Club",541,TECNICO MECANICO,,,Y
"Maracaibo Country Club",542,TECNICO MEREOROLOGIA,,,Y
"Maracaibo Country Club",543,TECNICO MONTADOR,,,Y
"Maracaibo Country Club",544,TECNICO NUCLEAR,,,Y
"Maracaibo Country Club",545,TECNICO REPOSTERO,,,Y
"Maracaibo Country Club",546,TECNICO TERAPISTA,,,Y
"Maracaibo Country Club",547,TECNICO VIDRIERO,,,Y
"Maracaibo Country Club",548,TECNOLOGO,,,Y
"Maracaibo Country Club",549,TEJEDOR,,,Y
"Maracaibo Country Club",550,TELEFONISTA,,,Y
"Maracaibo Country Club",551,TELEGRAFISTA,,,Y
"Maracaibo Country Club",552,TENEDOR DE LIBROS,,,Y
"Maracaibo Country Club",553,TEOLOGO,,,Y
"Maracaibo Country Club",554,TERAPEUTICA,,,Y
"Maracaibo Country Club",555,TESORERO,,,Y
"Maracaibo Country Club",556,TINTORIRO,,,Y
"Maracaibo Country Club",557,TIPOGRAFO,,,Y
"Maracaibo Country Club",558,TONELERO,,,Y
"Maracaibo Country Club",559,TOPOGRAFO,,,Y
"Maracaibo Country Club",560,TORERO,,,Y
"Maracaibo Country Club",561,TORNERO,,,Y
"Maracaibo Country Club",562,TRABAJADOR SOCIAL,,,Y
"Maracaibo Country Club",563,TRACTORISTA,,,Y
"Maracaibo Country Club",564,TRADUCTOR INTERPRETE,,,Y
"Maracaibo Country Club",565,TRAMOYISTA,,,Y
"Maracaibo Country Club",566,TRANSCRIPTOR,,,Y
"Maracaibo Country Club",567,TRANSPORTISTA,,,Y
"Maracaibo Country Club",568,TRANVIARIO,,,Y
"Maracaibo Country Club",569,TRAZADOR,,,Y
"Maracaibo Country Club",570,TROQUILADOR,,,Y
"Maracaibo Country Club",571,TUBERO,,,Y
"Maracaibo Country Club",572,VAQUERO,,,Y
"Maracaibo Country Club",573,VENDEDOR AMBULANTE,,,Y
"Maracaibo Country Club",574,VENDEDOR COMERCIAL,,,Y
"Maracaibo Country Club",575,VICEPRESIDENTE,,,Y
"Maracaibo Country Club",576,VIDRIERO,,,Y
"Maracaibo Country Club",577,VIGILANTE,,,Y
"Maracaibo Country Club",578,VINICULTOR,,,Y
"Maracaibo Country Club",579,VISITADOR MEDICO,,,Y
"Maracaibo Country Club",580,VITICULTOR,,,Y
"Maracaibo Country Club",581,VULCANIZADOR,,,Y
"Maracaibo Country Club",582,WINCHERO,,,Y
"Maracaibo Country Club",583,ZAPATERO,,,Y
"Maracaibo Country Club",584,ZOOLOGO,,,Y
"Maracaibo Country Club",585,ZOOTECNICO,,,Y
"Maracaibo Country Club",586,ZURCIDOR,,,Y
"Maracaibo Country Club",99	,CAUCHERO,,,Y
